28,A2,377869,B5,10,C5,D0,E1,4064,0,25,0
36,A2,102864,B1,9,C9,D0,E1,0,0,40,0
53,A2,95647,B4,5,C2,D0,E0,0,0,50,0
56,A5,303090,B5,10,C5,D0,E0,0,0,50,0
49,A4,197371,B7,11,C6,D1,E0,0,0,40,1
55,A2,247552,B5,10,C5,D0,E0,0,0,56,0
22,A2,102632,B1,9,C6,D0,E0,0,0,41,0
21,A2,199915,B5,10,C4,D0,E1,0,0,40,0
40,A2,118853,B0,13,C1,D0,E0,0,0,60,0
30,A2,77143,B0,13,C1,D1,E0,0,0,40,0
29,A0,267989,B0,13,C3,D0,E0,0,0,50,1
19,A2,301606,B5,10,C4,D1,E0,0,0,35,0
47,A2,287828,B0,13,C1,D0,E1,0,0,40,1
20,A2,111697,B5,10,C0,D0,E1,0,1719,28,0
31,A2,114937,B6,12,C0,D0,E0,0,0,40,1
39,A2,365739,B5,10,C6,D0,E0,0,0,40,0
28,A2,69621,B6,12,C5,D0,E1,0,0,60,0
24,A2,43323,B1,9,C4,D0,E1,0,1762,40,0
38,A1,120985,B1,9,C6,D0,E0,4386,0,35,0
37,A2,254202,B0,13,C5,D0,E0,0,0,50,0
46,A2,146195,B6,12,C10,D1,E1,0,0,36,0
38,A3,125933,B3,14,C3,D0,E0,0,0,40,1
43,A1,56920,B1,9,C6,D0,E0,0,0,60,0
27,A2,163127,B7,11,C0,D0,E1,0,0,35,0
20,A2,34310,B5,10,C5,D0,E0,0,0,20,0
49,A2,81973,B5,10,C6,D2,E0,0,0,40,1
61,A5,66614,B1,9,C6,D0,E0,0,0,40,0
27,A2,232782,B5,10,C5,D0,E1,0,0,40,0
19,A2,316868,B5,10,C4,D0,E0,0,0,30,0
45,A2,196584,B7,11,C3,D0,E1,0,1564,40,1
70,A2,105376,B5,10,C10,D0,E0,0,0,40,0
31,A2,185814,B1,9,C7,D1,E1,0,0,30,0
22,A2,175374,B5,10,C4,D0,E0,0,0,24,0
36,A2,108293,B1,9,C4,D0,E1,0,0,24,0
64,A2,181232,B2,7,C6,D0,E0,0,2179,40,0
47,A4,186009,B5,10,C0,D0,E1,0,0,38,0
34,A2,198183,B1,9,C0,D0,E1,0,0,40,0
33,A2,163003,B0,13,C1,D2,E1,0,0,40,0
21,A2,296158,B1,9,C6,D0,E0,0,0,35,0
48,A2,187715,B1,9,C6,D0,E0,0,0,46,0
23,A2,214542,B0,13,C2,D0,E0,0,0,40,0
71,A1,494223,B5,10,C5,D1,E0,0,1816,2,0
29,A2,191535,B1,9,C6,D0,E0,0,0,60,0
42,A2,228456,B0,13,C4,D1,E0,0,0,50,0
25,A2,252752,B1,9,C4,D0,E1,0,0,40,0
44,A5,78374,B3,14,C1,D2,E1,0,0,40,0
28,A2,88419,B1,9,C1,D2,E1,0,0,40,0
45,A1,201080,B3,14,C5,D0,E0,0,0,40,1
36,A2,207157,B5,10,C4,D0,E1,0,0,40,0
39,A3,235485,B6,12,C1,D0,E0,0,0,42,0
46,A0,102628,B3,14,C11,D0,E0,0,0,40,0
18,A2,25828,B2,7,C2,D0,E0,0,0,16,0
66,A4,54826,B7,11,C3,D0,E1,0,0,20,0
27,A2,124953,B1,9,C4,D0,E0,0,1980,40,0
28,A0,175325,B1,9,C11,D0,E0,0,0,40,0
51,A2,96062,B5,10,C5,D0,E0,0,1977,40,1
27,A2,428030,B0,13,C6,D0,E0,0,0,50,0
28,A0,149624,B0,13,C3,D0,E0,0,0,40,1
27,A2,253814,B1,9,C5,D0,E1,0,0,25,0
21,A2,312956,B1,9,C6,D1,E0,0,0,40,0
34,A2,483777,B1,9,C2,D1,E0,0,0,40,0
18,A2,183930,B1,9,C4,D0,E0,0,0,12,0
33,A2,37274,B0,13,C3,D0,E0,0,0,65,0
44,A4,181344,B5,10,C1,D1,E0,0,0,38,1
43,A2,114580,B5,10,C0,D0,E1,0,0,40,0
30,A2,633742,B5,10,C6,D1,E0,0,0,45,0
40,A2,286370,B8,4,C9,D0,E0,0,0,40,1
37,A3,29054,B5,10,C0,D0,E0,0,0,42,1
34,A2,304030,B1,9,C0,D1,E0,0,0,40,0
41,A1,143129,B0,13,C1,D0,E1,0,0,40,0
31,A2,99928,B3,14,C3,D0,E1,0,0,50,0
58,A0,109567,B9,16,C3,D0,E0,0,0,1,1
38,A2,155222,B5,10,C9,D1,E1,0,0,28,0
24,A2,159567,B5,10,C9,D0,E0,0,0,40,0
41,A4,523910,B0,13,C6,D1,E0,0,0,40,0
47,A2,120939,B5,10,C10,D0,E0,0,0,45,0
41,A3,130760,B0,13,C10,D0,E0,0,0,24,0
23,A2,197387,B11,3,C7,D0,E0,0,0,40,0
36,A2,99374,B5,10,C6,D0,E0,0,0,40,0
40,A3,56795,B3,14,C1,D0,E1,14084,0,55,1
35,A2,138992,B3,14,C3,D0,E0,7298,0,40,1
24,A1,32921,B1,9,C5,D0,E0,0,0,40,0
26,A2,397317,B3,14,C3,D0,E1,0,1876,40,0
51,A2,259323,B0,13,C1,D0,E0,0,0,50,1
42,A4,254817,B5,10,C3,D0,E1,0,1340,40,0
37,A0,48211,B1,9,C0,D0,E1,0,0,35,0
18,A2,140164,B2,7,C5,D0,E1,0,0,40,0
36,A2,128757,B0,13,C4,D1,E0,7298,0,36,1
35,A2,36270,B1,9,C6,D0,E0,0,0,60,0
58,A5,210563,B1,9,C5,D0,E1,15024,0,35,1
17,A2,65368,B2,7,C5,D0,E1,0,0,12,0
44,A4,160943,B1,9,C7,D1,E0,0,0,40,0
37,A2,208358,B1,9,C6,D0,E0,0,0,40,1
35,A2,153790,B5,10,C5,D3,E1,0,0,40,0
60,A2,85815,B1,9,C6,D2,E0,0,0,40,0
54,A5,125417,B8,4,C9,D0,E0,0,0,40,1
37,A2,635913,B0,13,C1,D1,E0,0,0,60,1
50,A2,313321,B6,12,C5,D0,E1,0,0,40,0
38,A2,182609,B0,13,C5,D0,E0,0,0,50,0
45,A2,109434,B0,13,C3,D0,E0,0,0,55,0
25,A2,255004,B12,6,C6,D0,E0,0,0,40,0
31,A2,197860,B5,10,C2,D0,E0,0,0,40,0
90,A2,51744,B1,9,C4,D1,E0,0,2206,40,0
54,A2,176681,B1,9,C0,D1,E0,0,0,20,0
53,A4,140359,B13,1,C9,D0,E1,0,0,35,0
18,A2,243313,B1,9,C5,D0,E1,0,0,40,0
66,A1,167687,B1,9,C8,D0,E0,1409,0,50,0
75,A2,314209,B7,11,C0,D0,E1,0,0,20,0
65,A2,176796,B1,9,C0,D0,E1,0,0,40,0
35,A2,538583,B2,7,C7,D1,E0,3674,0,40,0
41,A2,130408,B1,9,C5,D1,E1,0,0,38,0
25,A2,159732,B5,10,C0,D0,E0,0,0,42,0
33,A2,110978,B5,10,C6,D4,E1,0,0,40,0
28,A2,76714,B10,15,C3,D0,E0,0,0,55,1
59,A0,268700,B1,9,C4,D0,E0,0,0,40,0
40,A0,170525,B5,10,C0,D0,E1,0,0,38,0
41,A2,180138,B0,13,C1,D0,E0,0,0,50,1
38,A4,115076,B3,14,C1,D0,E0,0,0,70,1
23,A2,115458,B1,9,C7,D0,E0,0,0,40,0
40,A2,347890,B0,13,C3,D0,E0,0,0,40,1
41,A1,196001,B1,9,C4,D0,E1,0,0,20,0
24,A0,273905,B6,12,C11,D0,E0,0,0,50,0
38,A2,179488,B5,10,C6,D0,E0,0,1741,40,0
56,A2,203580,B1,9,C0,D0,E0,0,0,35,0
58,A2,236596,B1,9,C0,D0,E0,0,0,45,1
32,A2,183916,B1,9,C4,D0,E1,0,0,34,0
40,A2,207578,B6,12,C10,D0,E0,0,1977,60,1
45,A2,153141,B1,9,C0,D0,E0,0,0,40,0
41,A2,112763,B10,15,C3,D0,E1,0,0,40,1
42,A2,390781,B0,13,C0,D1,E1,0,0,40,0
59,A4,171328,B12,6,C4,D1,E1,0,0,30,0
19,A4,27382,B5,10,C0,D0,E0,0,0,40,0
58,A2,259014,B5,10,C7,D0,E0,0,0,20,0
42,A1,303044,B1,9,C8,D2,E0,0,0,40,1
20,A2,117789,B1,9,C4,D0,E1,0,0,40,0
32,A2,172579,B1,9,C4,D0,E1,0,0,30,0
45,A2,187666,B7,11,C1,D0,E1,0,0,45,0
50,A2,204518,B8,4,C6,D0,E0,0,0,40,0
36,A2,150042,B0,13,C3,D0,E1,0,0,40,0
45,A2,98092,B1,9,C5,D0,E0,0,0,60,0
17,A2,245918,B2,7,C4,D0,E0,0,0,12,0
59,A2,146013,B5,10,C5,D0,E0,4064,0,40,0
26,A2,378322,B2,7,C6,D0,E0,0,0,40,0
37,A5,257295,B5,10,C1,D2,E0,0,0,75,1
64,A2,21174,B1,9,C1,D0,E0,0,0,40,1
33,A2,185480,B0,13,C3,D0,E1,0,0,45,0
33,A2,222205,B1,9,C6,D0,E1,0,0,40,1
61,A2,69867,B1,9,C1,D0,E0,0,0,40,1
17,A2,191260,B4,5,C4,D0,E0,1055,0,24,0
50,A1,30653,B3,14,C8,D0,E0,2407,0,98,0
27,A4,209109,B3,14,C3,D0,E0,0,0,35,0
30,A2,70377,B1,9,C3,D0,E1,0,0,40,0
43,A2,477983,B1,9,C2,D1,E0,0,0,40,0
44,A2,170924,B5,10,C6,D0,E0,7298,0,40,1
35,A2,190174,B5,10,C1,D0,E1,0,0,40,0
25,A2,193787,B5,10,C10,D0,E1,0,0,40,0
24,A2,279472,B5,10,C9,D0,E1,7298,0,48,1
22,A2,34918,B0,13,C3,D0,E1,0,0,15,0
42,A4,97688,B5,10,C6,D0,E0,5178,0,40,1
34,A2,175413,B6,12,C5,D1,E1,0,0,45,0
60,A2,173960,B0,13,C3,D0,E1,0,0,42,0
21,A2,205759,B1,9,C2,D0,E0,0,0,40,0
57,A3,425161,B3,14,C5,D0,E0,15024,0,40,1
41,A2,220531,B10,15,C3,D0,E0,0,0,60,1
50,A2,176609,B5,10,C4,D0,E0,0,0,45,0
25,A2,371987,B0,13,C1,D0,E1,0,0,40,0
50,A2,193884,B8,4,C6,D0,E0,0,0,40,0
36,A2,200352,B0,13,C3,D0,E0,0,0,45,0
31,A2,127595,B1,9,C3,D0,E1,0,0,40,0
29,A4,220419,B0,13,C11,D0,E0,0,0,56,0
21,A2,231931,B5,10,C5,D0,E0,0,0,45,0
27,A2,248402,B0,13,C10,D1,E1,0,0,40,0
65,A2,111095,B1,9,C7,D0,E0,0,0,16,0
37,A5,57424,B0,13,C5,D0,E1,0,0,60,0
24,A2,278130,B1,9,C6,D0,E0,0,0,40,0
38,A2,169469,B1,9,C5,D0,E0,0,0,80,0
48,A2,146268,B0,13,C0,D0,E0,7688,0,40,1
21,A2,153718,B5,10,C4,D2,E1,0,0,25,0
31,A2,217460,B1,9,C7,D0,E0,0,0,45,1
55,A2,238638,B1,9,C5,D0,E0,4386,0,40,1
24,A2,303296,B5,10,C0,D2,E1,0,0,40,0
43,A2,173321,B1,9,C0,D0,E1,0,0,40,0
26,A2,193945,B6,12,C10,D0,E0,0,0,45,0
46,A2,83082,B6,12,C3,D0,E1,0,0,33,0
35,A2,193815,B6,12,C0,D0,E0,0,0,40,1
41,A5,34987,B5,10,C8,D0,E0,0,0,54,1
26,A2,59306,B0,13,C5,D0,E0,0,0,40,0
34,A2,142897,B3,14,C1,D2,E0,7298,0,35,1
36,A1,205607,B0,13,C3,D1,E1,0,0,40,1
22,A2,199698,B5,10,C5,D0,E0,0,0,15,0
24,A2,191954,B5,10,C9,D0,E0,0,0,40,0
77,A1,138714,B5,10,C5,D0,E0,0,0,40,0
22,A2,399087,B11,3,C9,D0,E1,0,0,40,0
29,A2,423158,B5,10,C10,D0,E1,0,0,40,0
62,A2,159841,B1,9,C4,D0,E1,0,0,24,0
39,A1,174308,B1,9,C1,D0,E0,0,0,40,0
43,A2,50356,B5,10,C6,D0,E0,0,1485,50,0
35,A2,186110,B1,9,C7,D0,E0,0,0,45,0
29,A2,200381,B2,7,C1,D0,E1,0,0,40,0
76,A1,174309,B3,14,C6,D0,E0,0,0,10,0
63,A1,78383,B1,9,C8,D0,E0,0,0,45,0
43,A2,187728,B5,10,C3,D0,E1,0,1887,50,1
58,A1,321171,B1,9,C2,D0,E0,0,0,40,0
66,A2,127921,B1,9,C7,D0,E0,2050,0,55,0
41,A2,206565,B5,10,C6,D1,E0,0,0,45,0
26,A2,224563,B0,13,C0,D0,E0,0,0,40,0
47,A2,178686,B7,11,C4,D0,E0,0,0,40,0
55,A4,98545,B12,6,C0,D0,E0,0,0,40,0
53,A2,242606,B1,9,C7,D0,E0,0,0,40,0
17,A2,270942,B11,3,C4,D0,E0,0,0,48,0
30,A2,94235,B1,9,C6,D0,E0,0,0,40,0
49,A2,71195,B3,14,C3,D0,E0,0,0,60,0
19,A2,104112,B1,9,C5,D1,E0,0,0,30,0
45,A2,261192,B1,9,C4,D1,E0,0,0,40,0
26,A2,94936,B6,12,C5,D0,E0,0,0,40,0
38,A2,296478,B7,11,C6,D0,E0,7298,0,40,1
36,A0,119272,B1,9,C11,D0,E0,7298,0,40,1
33,A2,85043,B1,9,C8,D0,E0,0,0,20,0
22,A0,293364,B5,10,C11,D1,E1,0,0,40,0
43,A1,241895,B0,13,C5,D0,E0,0,0,42,0
56,A2,101128,B6,12,C4,D0,E0,0,0,25,0
31,A2,156464,B0,13,C3,D0,E0,0,0,25,0
33,A2,117963,B0,13,C1,D0,E0,0,0,40,1
26,A2,192262,B1,9,C4,D0,E0,0,0,40,0
33,A2,111363,B0,13,C1,D0,E0,0,0,40,1
46,A4,329752,B2,7,C7,D0,E0,0,0,30,0
38,A3,95432,B1,9,C0,D0,E0,0,0,40,1
65,A2,161400,B2,7,C4,D4,E0,0,0,40,0
40,A2,96129,B7,11,C10,D0,E0,0,0,40,1
42,A2,111949,B1,9,C0,D0,E1,0,0,35,0
26,A1,117125,B4,5,C6,D0,E0,0,0,40,0
36,A2,348022,B12,6,C4,D0,E1,0,0,24,0
62,A2,270092,B3,14,C3,D0,E0,0,0,40,1
43,A2,180609,B0,13,C7,D0,E0,0,0,45,0
43,A2,174575,B0,13,C1,D0,E0,0,1564,45,1
22,A2,410439,B1,9,C5,D0,E0,0,0,55,0
28,A2,92262,B1,9,C6,D0,E0,0,0,40,0
56,A1,183081,B5,10,C5,D0,E0,0,0,45,0
22,A2,362589,B6,12,C5,D0,E1,0,0,15,0
57,A2,212448,B0,13,C1,D0,E1,0,0,45,1
39,A2,481060,B1,9,C5,D0,E1,0,0,40,0
26,A3,185885,B5,10,C0,D0,E1,0,0,15,0
17,A2,89821,B2,7,C4,D0,E0,0,0,10,0
40,A0,184018,B7,11,C9,D0,E0,0,0,38,1
45,A2,256649,B1,9,C9,D1,E0,0,0,40,0
44,A2,160323,B1,9,C6,D1,E0,0,0,40,0
20,A4,350845,B5,10,C0,D0,E1,0,0,10,0
33,A2,267404,B1,9,C6,D0,E1,0,0,40,0
23,A2,35633,B5,10,C5,D0,E0,0,0,40,0
46,A1,80914,B3,14,C1,D0,E0,0,0,30,0
38,A2,172927,B1,9,C5,D0,E0,0,0,50,0
54,A2,174319,B1,9,C7,D0,E0,0,0,40,0
46,A2,214955,B11,3,C6,D0,E1,0,2339,45,0
25,A2,344991,B5,10,C6,D0,E0,0,0,40,0
46,A2,108699,B5,10,C5,D0,E1,0,0,40,0
36,A4,117312,B5,10,C7,D0,E1,0,0,40,0
23,A2,396099,B1,9,C4,D0,E1,0,0,25,0
29,A2,134152,B1,9,C9,D0,E0,0,0,40,0
44,A2,162028,B5,10,C0,D0,E1,0,2415,6,1
19,A2,25429,B5,10,C0,D0,E1,0,0,16,0
19,A2,232392,B1,9,C4,D0,E1,0,0,40,0
35,A2,220098,B1,9,C4,D0,E1,0,0,40,1
27,A2,301302,B0,13,C6,D0,E0,0,0,50,0
46,A1,277946,B6,12,C6,D0,E0,0,0,40,0
34,A0,98101,B0,13,C1,D0,E0,7688,0,45,1
34,A2,196164,B1,9,C4,D0,E1,0,0,35,0
44,A2,115562,B5,10,C10,D0,E0,0,0,40,0
45,A2,96975,B5,10,C2,D0,E1,0,0,40,0
25,A2,86872,B0,13,C1,D0,E0,0,0,55,1
52,A5,132178,B0,13,C1,D0,E0,0,0,50,1
20,A2,416103,B5,10,C2,D0,E0,0,0,40,0
28,A2,108574,B5,10,C4,D0,E1,0,0,40,0
50,A0,288353,B0,13,C11,D0,E0,0,0,40,1
34,A2,227689,B7,11,C10,D0,E1,0,0,64,0
28,A2,166481,B8,4,C2,D4,E0,0,2179,40,0
41,A2,445382,B3,14,C1,D0,E0,0,1977,65,1
28,A2,110145,B1,9,C0,D0,E0,0,0,40,0
46,A1,317253,B1,9,C6,D0,E0,0,0,25,0
32,A2,364657,B5,10,C1,D0,E0,0,0,50,0
41,A4,42346,B5,10,C4,D1,E1,0,0,24,0
24,A2,241951,B1,9,C2,D1,E1,0,0,40,0
33,A2,118500,B5,10,C1,D0,E1,0,0,40,0
46,A2,188386,B9,16,C1,D0,E0,15024,0,60,1
31,A0,1033222,B5,10,C9,D0,E0,0,0,40,0
35,A2,92440,B14,8,C6,D0,E0,0,0,50,1
52,A2,190762,B15,2,C9,D0,E0,0,0,40,0
30,A2,426017,B2,7,C4,D0,E1,0,0,19,0
34,A4,243867,B2,7,C9,D1,E0,0,0,40,0
34,A0,240283,B1,9,C7,D0,E1,0,0,40,0
20,A2,61777,B5,10,C5,D0,E0,0,0,30,0
17,A2,175024,B2,7,C2,D0,E0,2176,0,18,0
32,A0,92003,B0,13,C1,D0,E1,0,0,40,1
29,A2,188401,B1,9,C8,D0,E0,0,0,40,0
33,A2,228528,B12,6,C6,D0,E1,0,0,35,0
25,A2,133373,B1,9,C7,D0,E0,0,0,60,0
36,A3,255191,B3,14,C3,D0,E0,0,1408,40,0
23,A2,204653,B1,9,C2,D0,E0,0,0,72,0
63,A5,222289,B1,9,C1,D0,E0,0,0,40,1
47,A4,287480,B3,14,C3,D0,E0,0,0,40,0
40,A1,204116,B0,13,C3,D0,E1,2174,0,40,0
30,A2,29662,B6,12,C4,D0,E1,0,0,25,1
27,A2,116358,B5,10,C6,D2,E0,0,1980,40,0
33,A2,208405,B3,14,C3,D0,E0,0,0,50,1
34,A4,284843,B1,9,C8,D1,E0,594,0,60,0
34,A4,117018,B5,10,C11,D0,E1,0,0,40,0
23,A2,81281,B5,10,C0,D0,E0,0,0,40,0
42,A4,340148,B5,10,C0,D0,E1,0,0,40,0
29,A2,363425,B0,13,C3,D0,E0,0,0,40,0
45,A2,45857,B1,9,C0,D0,E1,0,0,28,0
24,A3,191073,B1,9,C12,D0,E0,0,0,40,0
44,A2,116632,B5,10,C3,D0,E0,0,0,40,1
27,A2,405855,B4,5,C6,D0,E0,0,0,40,0
20,A2,298227,B5,10,C5,D0,E0,0,0,35,0
44,A2,290521,B1,9,C1,D1,E1,0,0,40,0
51,A2,56915,B1,9,C6,D3,E0,0,0,40,0
20,A2,146538,B1,9,C9,D0,E0,0,0,40,0
19,A2,206399,B1,9,C9,D1,E1,0,0,40,0
45,A5,197332,B5,10,C6,D0,E0,0,0,55,1
60,A2,245062,B1,9,C6,D0,E0,0,0,40,1
42,A2,197583,B6,12,C1,D1,E0,0,0,40,1
44,A1,234885,B1,9,C5,D0,E1,0,0,40,1
40,A2,72887,B7,11,C9,D2,E0,0,0,40,1
30,A2,180374,B1,9,C1,D0,E1,0,0,40,0
38,A2,351299,B5,10,C7,D1,E0,0,0,50,0
23,A2,54012,B1,9,C7,D0,E0,0,0,60,0
44,A2,116632,B6,12,C8,D0,E0,0,0,40,0
54,A4,288825,B1,9,C7,D1,E0,0,0,40,0
32,A2,132601,B0,13,C3,D0,E0,0,0,50,0
50,A2,193374,B15,2,C6,D0,E0,0,0,40,0
24,A2,170070,B0,13,C10,D0,E1,0,0,20,0
37,A2,126708,B1,9,C0,D0,E1,0,0,60,0
52,A2,35598,B1,9,C7,D0,E0,0,0,40,0
38,A2,33983,B5,10,C7,D0,E0,0,0,40,0
49,A2,192776,B3,14,C1,D0,E0,0,1977,45,1
30,A2,118551,B0,13,C10,D0,E1,0,0,16,1
60,A2,201965,B5,10,C3,D0,E0,0,0,40,1
35,A2,285020,B1,9,C6,D0,E0,0,0,40,0
30,A2,303990,B1,9,C7,D0,E0,0,0,60,0
67,A2,49401,B7,11,C4,D0,E1,0,0,24,0
46,A2,279196,B0,13,C6,D0,E1,0,0,40,0
17,A2,211870,B4,5,C4,D0,E0,0,0,6,0
22,A2,281432,B5,10,C2,D0,E0,0,0,30,0
27,A2,161155,B12,6,C4,D0,E0,0,0,40,0
23,A2,197904,B1,9,C4,D0,E1,0,0,35,0
33,A2,111746,B6,12,C6,D0,E0,0,0,45,0
43,A1,170721,B5,10,C6,D0,E0,0,0,20,0
28,A0,70100,B0,13,C3,D0,E0,0,0,20,0
41,A2,193626,B1,9,C6,D0,E1,0,0,40,0
25,A2,189775,B5,10,C0,D1,E1,0,0,20,0
59,A4,286967,B1,9,C7,D0,E0,0,0,45,0
45,A4,164427,B0,13,C3,D0,E1,0,0,40,0
38,A2,91039,B0,13,C5,D0,E0,15024,0,60,1
40,A2,347934,B1,9,C4,D0,E1,0,0,35,0
46,A3,371373,B1,9,C0,D0,E0,0,0,40,0
35,A2,32220,B6,12,C1,D0,E1,0,0,60,0
34,A2,187251,B1,9,C3,D0,E1,0,0,25,0
